sample_origin,repo,test_id,framework,line,name,raw_code,assertion_chain_index,assertion_chain_length,chain_matcher_sequence_json,assertion_matcher,assertion_semantic_matcher_ast,assertion_subject_kind,assertion_subject_root_ast,assertion_subject_path_json,assertion_subject_text_ast,assertion_subject_semantic_role_ast,assertion_callback_intent_hint_ast,is_negated_assertion,promise_modifier,is_soft_assertion,is_grouped_assertion,assertion_group_kind,assertion_chain_raw_code,assertion_framework_context,assertion_library_syntax,verification_intent,verification_intent_final,verification_intent_evidence_basis,verification_intent_matched_signal,manual_chain_ok,manual_matcher_ok,manual_notes
,taiga-family/maskito,2bfffc744207ab0e63171f78dd7735db,Cypress,57,"cy.get('@input')
                        .type('{upArrow}'.repeat(12))
                        .should('have.value', '12')
                        .should('have.a.prop', 'selectionStart', 0)
     ","cy.get('@input')
                        .type('{upArrow}'.repeat(12))
                        .should('have.value', '12')
                        .should('have.a.prop', 'selectionStart', 0)
                        .should('have.a.prop', 'selectionEnd', 0)",2,3,"[""should:have.value"", ""should:have.a.prop"", ""should:have.a.prop"", ""should:have.a.prop"", ""should:have.a.prop"", ""should:have.value"", ""should:have.a.prop"", ""should:have.a.prop"", ""should:have.a.prop"", ""should:have.a.prop"", ""should:have.value"", ""should:have.a.prop"", ""should:have.a.prop""]",should,have.a.prop,locator,cy,"[""cy"",""get"",""type"",""should"",""should"",""should""]","cy.get('@input')
                        .type('{upArrow}'.repeat(12))
                        .should('have.value', '12')
                        .should('have.a.prop', 'selectionStart', 0)
                        .should('have.a.prop', 'selectionEnd', 0)",scalar_property,,0,,0,0,none,"cy.get('@input')
                        .type('{upArrow}'.repeat(12))
                        .should('have.value', '12')
                        .should('have.a.prop', 'selectionStart', 0)
                        .should('have.a.prop', 'selectionEnd', 0)",cypress,cypress,value_or_attribute_correctness,value_or_attribute_correctness,ast_assertion_subject_semantic_role,subject_semantic_role:scalar_property,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,taiga-family/maskito,2bfffc744207ab0e63171f78dd7735db,Cypress,57,"cy.get('@input')
                        .type('{upArrow}'.repeat(12))
                        .should('have.value', '12')
                        .should('have.a.prop', 'selectionStart', 0)
     ","cy.get('@input')
                        .type('{upArrow}'.repeat(12))
                        .should('have.value', '12')
                        .should('have.a.prop', 'selectionStart', 0)
                        .should('have.a.prop', 'selectionEnd', 0)
                        .type('{rightArrow}')
                        .should('have.a.prop', 'selectionStart', 1)",3,5,"[""should:have.value"", ""should:have.a.prop"", ""should:have.a.prop"", ""should:have.a.prop"", ""should:have.a.prop"", ""should:have.value"", ""should:have.a.prop"", ""should:have.a.prop"", ""should:have.a.prop"", ""should:have.a.prop"", ""should:have.value"", ""should:have.a.prop"", ""should:have.a.prop""]",should,have.a.prop,locator,cy,"[""cy"",""get"",""type"",""should"",""should"",""should"",""type"",""should"",""should""]","cy.get('@input')
                        .type('{upArrow}'.repeat(12))
                        .should('have.value', '12')
                        .should('have.a.prop', 'selectionStart', 0)
                        .should('have.a.prop', 'selectionEnd', 0)
                        .type('{rightA",scalar_property,,0,,0,0,none,"cy.get('@input')
                        .type('{upArrow}'.repeat(12))
                        .should('have.value', '12')
                        .should('have.a.prop', 'selectionStart', 0)
                        .should('have.a.prop', 'selectionEnd', 0)
                        .type('{rightArrow}')
                        .should('have.a.prop', 'selectionStart', 1)
                        .should('have.a.prop', 'selectionEnd', 1)",cypress,cypress,value_or_attribute_correctness,value_or_attribute_correctness,ast_assertion_subject_semantic_role,subject_semantic_role:scalar_property,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,taiga-family/maskito,2bfffc744207ab0e63171f78dd7735db,Cypress,57,"cy.get('@input')
                        .type('{upArrow}'.repeat(12))
                        .should('have.value', '12')
                        .should('have.a.prop', 'selectionStart', 0)
     ","cy.get('@input')
                        .type('{upArrow}'.repeat(12))
                        .should('have.value', '12')
                        .should('have.a.prop', 'selectionStart', 0)
                        .should('have.a.prop', 'selectionEnd', 0)
                        .type('{rightArrow}')
                        .should('have.a.prop', 'selectionStart', 1)
                      ...",12,13,"[""should:have.value"", ""should:have.a.prop"", ""should:have.a.prop"", ""should:have.a.prop"", ""should:have.a.prop"", ""should:have.value"", ""should:have.a.prop"", ""should:have.a.prop"", ""should:have.a.prop"", ""should:have.a.prop"", ""should:have.value"", ""should:have.a.prop"", ""should:have.a.prop""]",should,have.a.prop,locator,should,"[""should"",""type"",""should"",""should"",""type"",""should"",""should"",""should"",""type"",""should"",""should"",""type"",""should"",""should"",""should""]","cy.get('@input')
                        .type('{upArrow}'.repeat(12))
                        .should('have.value', '12')
                        .should('have.a.prop', 'selectionStart', 0)
                        .should('have.a.prop', 'selectionEnd', 0)
                        .type('{rightA",scalar_property,,0,,0,0,none,"cy.get('@input')
                        .type('{upArrow}'.repeat(12))
                        .should('have.value', '12')
                        .should('have.a.prop', 'selectionStart', 0)
                        .should('have.a.prop', 'selectionEnd', 0)
                        .type('{rightArrow}')
                        .should('have.a.prop', 'selectionStart', 1)
                        .should('have.a.prop', 'selectionEnd', 1)
                        .type('{upArrow}')
                        .should('have.value', '13')
                        .should('have.a.prop', 'selectionStart', 1)
                        .should('have.a.prop', 'selectionEnd', 1)
                        .type('{rightArrow}')
                        .should('have.a.prop', 'selectionStart', 2)
                        .should('have.a.prop', 'selectionEnd', 2)
                        .type('{downArrow}')
                        .should('have.value', '12')
                        .should('have.a.prop', 'selectionStart', 2)
                        .should('have.a.prop', 'selectionEnd', 2)",cypress,cypress,value_or_attribute_correctness,value_or_attribute_correctness,ast_assertion_subject_semantic_role,subject_semantic_role:scalar_property,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,mattermost/mattermost,ca1fbc611a9fc16c7581b2d484b8466a,Cypress,201,"cy.get('@postMessageText').
                    should","cy.get('@postMessageText').
                    should('be.visible')",0,3,"[""should:be.visible"", ""and:contain.text"", ""and:contain.text""]",should,be.visible,locator,cy,"[""cy"",""get"",""should"",""and"",""and""]","cy.get('@postMessageText').
                    should('be.visible').
                    and('contain.text', `${sysadmin.username} was deactivated. They managed the following bot accounts`).
                    and('contain.text', bot.username)",text_content_payload,,0,,0,0,none,"cy.get('@postMessageText').
                    should('be.visible').
                    and('contain.text', `${sysadmin.username} was deactivated. They managed the following bot accounts`).
                    and('contain.text', bot.username)",cypress,cypress,element_presence,element_presence,ast_assertion_semantic_matcher,matcher:bevisible;presence_over_weak_subject_role,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,mattermost/mattermost,ca1fbc611a9fc16c7581b2d484b8466a,Cypress,201,"cy.get('@postMessageText').
                    should('be.visible').
                    and","cy.get('@postMessageText').
                    should('be.visible').
                    and('contain.text', `${sysadmin.username} was deactivated. They managed the following bot accounts`)",1,3,"[""should:be.visible"", ""and:contain.text"", ""and:contain.text""]",and,contain.text,locator,cy,"[""cy"",""get"",""should"",""and"",""and""]","cy.get('@postMessageText').
                    should('be.visible').
                    and('contain.text', `${sysadmin.username} was deactivated. They managed the following bot accounts`).
                    and('contain.text', bot.username)",text_content_payload,,0,,0,0,none,"cy.get('@postMessageText').
                    should('be.visible').
                    and('contain.text', `${sysadmin.username} was deactivated. They managed the following bot accounts`).
                    and('contain.text', bot.username)",cypress,cypress,element_presence,element_presence,ast_assertion_subject_semantic_role,subject_semantic_role:text_content_payload;matcher:containtext,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,mattermost/mattermost,ca1fbc611a9fc16c7581b2d484b8466a,Cypress,201,"cy.get('@postMessageText').
                    should('be.visible').
                    and('contain.text', `${sysadmin.username} was deactivated. They managed the following bot accounts`).
     ","cy.get('@postMessageText').
                    should('be.visible').
                    and('contain.text', `${sysadmin.username} was deactivated. They managed the following bot accounts`).
                    and('contain.text', bot.username)",2,3,"[""should:be.visible"", ""and:contain.text"", ""and:contain.text""]",and,contain.text,locator,cy,"[""cy"",""get"",""should"",""and"",""and""]","cy.get('@postMessageText').
                    should('be.visible').
                    and('contain.text', `${sysadmin.username} was deactivated. They managed the following bot accounts`).
                    and('contain.text', bot.username)",text_content_payload,,0,,0,0,none,"cy.get('@postMessageText').
                    should('be.visible').
                    and('contain.text', `${sysadmin.username} was deactivated. They managed the following bot accounts`).
                    and('contain.text', bot.username)",cypress,cypress,element_presence,element_presence,ast_assertion_subject_semantic_role,subject_semantic_role:text_content_payload;matcher:containtext,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,appsmithorg/appsmith,c5677f123d1985787b95e7072680d1f3,Cypress,81,expect(status).to.be.gte,expect(status).to.be.gte(400),0,1,"[""gte""]",gte,,unknown,expect,"[""expect"",""to"",""be"",""gte""]",expect(status).to.be.gte(400),scalar_property,,0,,0,0,none,expect(status).to.be.gte(400),cypress,jest,network_contract,network_contract,lexical_api_status_context,matcher:gte;bare_status_http_code_context,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,midas-research/audino,5e43f492365493416bc78fda5720871f,Cypress,976,"cy.contains('.cvat-constructor-viewer-item', new RegExp(`^${labelName}$`))
        .should","cy.contains('.cvat-constructor-viewer-item', new RegExp(`^${labelName}$`))
        .should('exist')",0,2,"[""should:exist"", ""and:be.visible""]",should,exist,locator,cy,"[""cy"",""contains"",""should"",""and""]","cy.contains('.cvat-constructor-viewer-item', new RegExp(`^${labelName}$`))
        .should('exist')
        .and('be.visible')",scalar_property,,0,,0,1,within,"cy.contains('.cvat-constructor-viewer-item', new RegExp(`^${labelName}$`))
        .should('exist')
        .and('be.visible')",cypress,cypress,element_presence,element_presence,ast_assertion_semantic_matcher,matcher:exist;presence_over_weak_subject_role,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,midas-research/audino,5e43f492365493416bc78fda5720871f,Cypress,976,"cy.contains('.cvat-constructor-viewer-item', new RegExp(`^${labelName}$`))
        .should('exist')
        .and","cy.contains('.cvat-constructor-viewer-item', new RegExp(`^${labelName}$`))
        .should('exist')
        .and('be.visible')",1,2,"[""should:exist"", ""and:be.visible""]",and,be.visible,locator,cy,"[""cy"",""contains"",""should"",""and""]","cy.contains('.cvat-constructor-viewer-item', new RegExp(`^${labelName}$`))
        .should('exist')
        .and('be.visible')",scalar_property,,0,,0,1,within,"cy.contains('.cvat-constructor-viewer-item', new RegExp(`^${labelName}$`))
        .should('exist')
        .and('be.visible')",cypress,cypress,element_presence,element_presence,ast_assertion_semantic_matcher,matcher:bevisible;presence_over_weak_subject_role,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,taiga-family/maskito,1e11e635ae85f286dcb2a6c29300e6b1,Cypress,350,"cy.get('@input')
                        .type('1234:')
                        .should","cy.get('@input')
                        .type('1234:')
                        .should('have.value', '12:34:')",0,3,"[""should:have.value"", ""should:have.a.prop"", ""should:have.a.prop"", ""should:have.a.prop"", ""should:have.a.prop"", ""should:have.value"", ""should:have.a.prop"", ""should:have.a.prop"", ""should:have.value"", ""should:have.a.prop"", ""should:have.a.prop"", ""should:have.value""]",should,have.value,locator,cy,"[""cy"",""get"",""type"",""should"",""should"",""should""]","cy.get('@input')
                        .type('1234:')
                        .should('have.value', '12:34:')
                        .should('have.a.prop', 'selectionStart', '12:34:'.length)
                        .should('have.a.prop', 'selectionEnd', '12:34:'.length)",collection_size,,0,,0,0,none,"cy.get('@input')
                        .type('1234:')
                        .should('have.value', '12:34:')
                        .should('have.a.prop', 'selectionStart', '12:34:'.length)
                        .should('have.a.prop', 'selectionEnd', '12:34:'.length)",cypress,cypress,value_or_attribute_correctness,value_or_attribute_correctness,ast_assertion_semantic_matcher,matcher:havevalue;value_attribute_current_matcher,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,taiga-family/maskito,1e11e635ae85f286dcb2a6c29300e6b1,Cypress,350,"cy.get('@input')
                        .type('1234:')
                        .should('have.value', '12:34:')
                        .should","cy.get('@input')
                        .type('1234:')
                        .should('have.value', '12:34:')
                        .should('have.a.prop', 'selectionStart', '12:34:'.length)",1,3,"[""should:have.value"", ""should:have.a.prop"", ""should:have.a.prop"", ""should:have.a.prop"", ""should:have.a.prop"", ""should:have.value"", ""should:have.a.prop"", ""should:have.a.prop"", ""should:have.value"", ""should:have.a.prop"", ""should:have.a.prop"", ""should:have.value""]",should,have.a.prop,locator,cy,"[""cy"",""get"",""type"",""should"",""should"",""should""]","cy.get('@input')
                        .type('1234:')
                        .should('have.value', '12:34:')
                        .should('have.a.prop', 'selectionStart', '12:34:'.length)
                        .should('have.a.prop', 'selectionEnd', '12:34:'.length)",collection_size,,0,,0,0,none,"cy.get('@input')
                        .type('1234:')
                        .should('have.value', '12:34:')
                        .should('have.a.prop', 'selectionStart', '12:34:'.length)
                        .should('have.a.prop', 'selectionEnd', '12:34:'.length)",cypress,cypress,value_or_attribute_correctness,value_or_attribute_correctness,ast_assertion_subject_semantic_role,subject_semantic_role:collection_size,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,taiga-family/maskito,1e11e635ae85f286dcb2a6c29300e6b1,Cypress,350,"cy.get('@input')
                        .type('1234:')
                        .should('have.value', '12:34:')
                        .should('have.a.prop', 'selectionStart', '12:34:'.length)
  ","cy.get('@input')
                        .type('1234:')
                        .should('have.value', '12:34:')
                        .should('have.a.prop', 'selectionStart', '12:34:'.length)
                        .should('have.a.prop', 'selectionEnd', '12:34:'.length)",2,3,"[""should:have.value"", ""should:have.a.prop"", ""should:have.a.prop"", ""should:have.a.prop"", ""should:have.a.prop"", ""should:have.value"", ""should:have.a.prop"", ""should:have.a.prop"", ""should:have.value"", ""should:have.a.prop"", ""should:have.a.prop"", ""should:have.value""]",should,have.a.prop,locator,cy,"[""cy"",""get"",""type"",""should"",""should"",""should""]","cy.get('@input')
                        .type('1234:')
                        .should('have.value', '12:34:')
                        .should('have.a.prop', 'selectionStart', '12:34:'.length)
                        .should('have.a.prop', 'selectionEnd', '12:34:'.length)",collection_size,,0,,0,0,none,"cy.get('@input')
                        .type('1234:')
                        .should('have.value', '12:34:')
                        .should('have.a.prop', 'selectionStart', '12:34:'.length)
                        .should('have.a.prop', 'selectionEnd', '12:34:'.length)",cypress,cypress,value_or_attribute_correctness,value_or_attribute_correctness,ast_assertion_subject_semantic_role,subject_semantic_role:collection_size,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,taiga-family/maskito,1e11e635ae85f286dcb2a6c29300e6b1,Cypress,350,"cy.get('@input')
                        .type('1234:')
                        .should('have.value', '12:34:')
                        .should('have.a.prop', 'selectionStart', '12:34:'.length)
  ","cy.get('@input')
                        .type('1234:')
                        .should('have.value', '12:34:')
                        .should('have.a.prop', 'selectionStart', '12:34:'.length)
                        .should('have.a.prop', 'selectionEnd', '12:34:'.length)
                        .type('{upArrow}'.repeat(5))
                        .should('have.a.prop', 'selectionStart', '1...",11,12,"[""should:have.value"", ""should:have.a.prop"", ""should:have.a.prop"", ""should:have.a.prop"", ""should:have.a.prop"", ""should:have.value"", ""should:have.a.prop"", ""should:have.a.prop"", ""should:have.value"", ""should:have.a.prop"", ""should:have.a.prop"", ""should:have.value""]",should,have.value,locator,should,"[""should"",""type"",""should"",""should"",""should"",""type"",""type"",""should"",""should"",""should"",""type"",""type"",""should"",""should"",""should""]","cy.get('@input')
                        .type('1234:')
                        .should('have.value', '12:34:')
                        .should('have.a.prop', 'selectionStart', '12:34:'.length)
                        .should('have.a.prop', 'selectionEnd', '12:34:'.length)
                     ",collection_size,,0,,0,0,none,"cy.get('@input')
                        .type('1234:')
                        .should('have.value', '12:34:')
                        .should('have.a.prop', 'selectionStart', '12:34:'.length)
                        .should('have.a.prop', 'selectionEnd', '12:34:'.length)
                        .type('{upArrow}'.repeat(5))
                        .should('have.a.prop', 'selectionStart', '12:34:'.length)
                        .should('have.a.prop', 'selectionEnd', '12:34:'.length)
                        .should('have.value', '12:34:05')
                        .type('{rightArrow}')
                        .type('{downArrow}'.repeat(8))
                        .should('have.a.prop', 'selectionStart', '12:34:5'.length)
                        .should('have.a.prop', 'selectionEnd', '12:34:5'.length)
                        .should('have.value', '12:34:57')
                        .type('{rightArrow}')
                        .type('{upArrow}'.repeat(3))
                        .should('have.a.prop', 'selectionStart', '12:34:00'.length)
                        .should('have.a.prop', 'selectionEnd', '12:34:00'.length)
                        .should('have.value', '12:34:00')",cypress,cypress,value_or_attribute_correctness,value_or_attribute_correctness,ast_assertion_semantic_matcher,matcher:havevalue;value_attribute_current_matcher,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,xyflow/xyflow,ce89fb3b899d1db8765364af08b2baf8,Cypress,49,expect(getLatestViewport(onChangeSpy).zoom).to.be.lt,expect(getLatestViewport(onChangeSpy).zoom).to.be.lt(1),0,1,"[""lt""]",lt,,unknown,expect,"[""expect"",""to"",""be"",""lt""]",expect(getLatestViewport(onChangeSpy).zoom).to.be.lt(1),scalar_property,,0,,0,0,none,expect(getLatestViewport(onChangeSpy).zoom).to.be.lt(1),cypress,jest,interactive_state,interactive_state,ast_assertion_subject_semantic_role,subject_semantic_role:scalar_property,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,UI5/webcomponents-react,4f43bcf0adc66c31eebfa72dd2ffaa5c,Cypress,37,expect(result[0]).to.property,"expect(result[0]).to.property('type', 'span')",0,1,"[""property""]",property,,unknown,expect,"[""expect"",""to"",""property""]","expect(result[0]).to.property('type', 'span')",api_object_contract,,0,,0,0,none,"expect(result[0]).to.property('type', 'span')",cypress,jest,value_or_attribute_correctness,value_or_attribute_correctness,ast_assertion_matcher,matcher:property;value_attribute_current_matcher,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,mattermost/mattermost,51b3650abbafe570c90aff5554983b80,Cypress,97,"cy.get('#suggestionList').
            findByRole('option', {name: team2Channels[1].display_name}).should","cy.get('#suggestionList').
            findByRole('option', {name: team2Channels[1].display_name}).should('be.visible')",0,2,"[""should:be.visible"", ""and:have.class"", ""should:be.visible"", ""and:have.text""]",should,be.visible,locator,cy,"[""cy"",""get"",""findByRole"",""should"",""and""]","cy.get('#suggestionList').
            findByRole('option', {name: team2Channels[1].display_name}).should('be.visible').and('have.class', 'suggestion--selected')",ui_control_state,,0,,0,1,within,"cy.get('#suggestionList').
            findByRole('option', {name: team2Channels[1].display_name}).should('be.visible').and('have.class', 'suggestion--selected')",cypress,cypress,interactive_state,interactive_state,ast_assertion_subject_semantic_role,subject_semantic_role:ui_control_state;matcher:bevisible,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,mattermost/mattermost,51b3650abbafe570c90aff5554983b80,Cypress,97,"cy.get('#suggestionList').
            findByRole('option', {name: team2Channels[1].display_name}).should('be.visible').and","cy.get('#suggestionList').
            findByRole('option', {name: team2Channels[1].display_name}).should('be.visible').and('have.class', 'suggestion--selected')",1,2,"[""should:be.visible"", ""and:have.class"", ""should:be.visible"", ""and:have.text""]",and,have.class,locator,cy,"[""cy"",""get"",""findByRole"",""should"",""and""]","cy.get('#suggestionList').
            findByRole('option', {name: team2Channels[1].display_name}).should('be.visible').and('have.class', 'suggestion--selected')",ui_control_state,,0,,0,1,within,"cy.get('#suggestionList').
            findByRole('option', {name: team2Channels[1].display_name}).should('be.visible').and('have.class', 'suggestion--selected')",cypress,cypress,interactive_state,interactive_state,ast_assertion_subject_semantic_role,subject_semantic_role:ui_control_state;matcher:haveclass,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,mattermost/mattermost,51b3650abbafe570c90aff5554983b80,Cypress,97,"cy.get('#suggestionList').
            findByRole('option', {name: team2Channels[1].display_name}).should('be.visible').and('have.class', 'suggestion--selected').
            find('.badge').should","cy.get('#suggestionList').
            findByRole('option', {name: team2Channels[1].display_name}).should('be.visible').and('have.class', 'suggestion--selected').
            find('.badge').should('be.visible')",2,4,"[""should:be.visible"", ""and:have.class"", ""should:be.visible"", ""and:have.text""]",should,be.visible,locator,cy,"[""cy"",""get"",""findByRole"",""should"",""and"",""find"",""should"",""and""]","cy.get('#suggestionList').
            findByRole('option', {name: team2Channels[1].display_name}).should('be.visible').and('have.class', 'suggestion--selected').
            find('.badge').should('be.visible').and('have.text', baseCount)",ui_control_state,,0,,0,1,within,"cy.get('#suggestionList').
            findByRole('option', {name: team2Channels[1].display_name}).should('be.visible').and('have.class', 'suggestion--selected').
            find('.badge').should('be.visible').and('have.text', baseCount)",cypress,cypress,interactive_state,interactive_state,ast_assertion_subject_semantic_role,subject_semantic_role:ui_control_state;matcher:bevisible,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,mattermost/mattermost,51b3650abbafe570c90aff5554983b80,Cypress,97,"cy.get('#suggestionList').
            findByRole('option', {name: team2Channels[1].display_name}).should('be.visible').and('have.class', 'suggestion--selected').
            find('.badge').should('","cy.get('#suggestionList').
            findByRole('option', {name: team2Channels[1].display_name}).should('be.visible').and('have.class', 'suggestion--selected').
            find('.badge').should('be.visible').and('have.text', baseCount)",3,4,"[""should:be.visible"", ""and:have.class"", ""should:be.visible"", ""and:have.text""]",and,have.text,locator,cy,"[""cy"",""get"",""findByRole"",""should"",""and"",""find"",""should"",""and""]","cy.get('#suggestionList').
            findByRole('option', {name: team2Channels[1].display_name}).should('be.visible').and('have.class', 'suggestion--selected').
            find('.badge').should('be.visible').and('have.text', baseCount)",ui_control_state,,0,,0,1,within,"cy.get('#suggestionList').
            findByRole('option', {name: team2Channels[1].display_name}).should('be.visible').and('have.class', 'suggestion--selected').
            find('.badge').should('be.visible').and('have.text', baseCount)",cypress,cypress,content_correctness,content_correctness,ast_assertion_semantic_matcher,matcher:havetext;current_text_matcher,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,taiga-family/maskito,c8480c28fd3d4ca21089bbf83fd69e95,Cypress,67,"cy.get('@input')
            .type('42')
            .type('{moveToEnd}')
            .should","cy.get('@input')
            .type('42')
            .type('{moveToEnd}')
            .should('have.value', '42%')",0,3,"[""should:have.value"", ""should:have.prop"", ""should:have.prop"", ""should:have.value"", ""should:have.prop"", ""should:have.prop""]",should,have.value,locator,cy,"[""cy"",""get"",""type"",""type"",""should"",""should"",""should""]","cy.get('@input')
            .type('42')
            .type('{moveToEnd}')
            .should('have.value', '42%')
            .should('have.prop', 'selectionStart', '42%'.length)
            .should('have.prop', 'selectionEnd', '42%'.length)",collection_size,,0,,0,0,none,"cy.get('@input')
            .type('42')
            .type('{moveToEnd}')
            .should('have.value', '42%')
            .should('have.prop', 'selectionStart', '42%'.length)
            .should('have.prop', 'selectionEnd', '42%'.length)",cypress,cypress,value_or_attribute_correctness,value_or_attribute_correctness,ast_assertion_semantic_matcher,matcher:havevalue;value_attribute_current_matcher,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,taiga-family/maskito,c8480c28fd3d4ca21089bbf83fd69e95,Cypress,67,"cy.get('@input')
            .type('42')
            .type('{moveToEnd}')
            .should('have.value', '42%')
            .should","cy.get('@input')
            .type('42')
            .type('{moveToEnd}')
            .should('have.value', '42%')
            .should('have.prop', 'selectionStart', '42%'.length)",1,3,"[""should:have.value"", ""should:have.prop"", ""should:have.prop"", ""should:have.value"", ""should:have.prop"", ""should:have.prop""]",should,have.prop,locator,cy,"[""cy"",""get"",""type"",""type"",""should"",""should"",""should""]","cy.get('@input')
            .type('42')
            .type('{moveToEnd}')
            .should('have.value', '42%')
            .should('have.prop', 'selectionStart', '42%'.length)
            .should('have.prop', 'selectionEnd', '42%'.length)",collection_size,,0,,0,0,none,"cy.get('@input')
            .type('42')
            .type('{moveToEnd}')
            .should('have.value', '42%')
            .should('have.prop', 'selectionStart', '42%'.length)
            .should('have.prop', 'selectionEnd', '42%'.length)",cypress,cypress,value_or_attribute_correctness,value_or_attribute_correctness,ast_assertion_semantic_matcher,matcher:haveprop;value_attribute_current_matcher,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,taiga-family/maskito,c8480c28fd3d4ca21089bbf83fd69e95,Cypress,67,"cy.get('@input')
            .type('42')
            .type('{moveToEnd}')
            .should('have.value', '42%')
            .should('have.prop', 'selectionStart', '42%'.length)
            .sh","cy.get('@input')
            .type('42')
            .type('{moveToEnd}')
            .should('have.value', '42%')
            .should('have.prop', 'selectionStart', '42%'.length)
            .should('have.prop', 'selectionEnd', '42%'.length)",2,3,"[""should:have.value"", ""should:have.prop"", ""should:have.prop"", ""should:have.value"", ""should:have.prop"", ""should:have.prop""]",should,have.prop,locator,cy,"[""cy"",""get"",""type"",""type"",""should"",""should"",""should""]","cy.get('@input')
            .type('42')
            .type('{moveToEnd}')
            .should('have.value', '42%')
            .should('have.prop', 'selectionStart', '42%'.length)
            .should('have.prop', 'selectionEnd', '42%'.length)",collection_size,,0,,0,0,none,"cy.get('@input')
            .type('42')
            .type('{moveToEnd}')
            .should('have.value', '42%')
            .should('have.prop', 'selectionStart', '42%'.length)
            .should('have.prop', 'selectionEnd', '42%'.length)",cypress,cypress,value_or_attribute_correctness,value_or_attribute_correctness,ast_assertion_semantic_matcher,matcher:haveprop;value_attribute_current_matcher,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,taiga-family/maskito,c8480c28fd3d4ca21089bbf83fd69e95,Cypress,67,"cy.get('@input')
            .type('42')
            .type('{moveToEnd}')
            .should('have.value', '42%')
            .should('have.prop', 'selectionStart', '42%'.length)
            .sh","cy.get('@input')
            .type('42')
            .type('{moveToEnd}')
            .should('have.value', '42%')
            .should('have.prop', 'selectionStart', '42%'.length)
            .should('have.prop', 'selectionEnd', '42%'.length)
            .type('{backspace}')
            .should('have.value', '42%')",3,6,"[""should:have.value"", ""should:have.prop"", ""should:have.prop"", ""should:have.value"", ""should:have.prop"", ""should:have.prop""]",should,have.value,locator,cy,"[""cy"",""get"",""type"",""type"",""should"",""should"",""should"",""type"",""should"",""should"",""should""]","cy.get('@input')
            .type('42')
            .type('{moveToEnd}')
            .should('have.value', '42%')
            .should('have.prop', 'selectionStart', '42%'.length)
            .should('have.prop', 'selectionEnd', '42%'.length)
            .type('{backspace}')
            .shou",collection_size,,0,,0,0,none,"cy.get('@input')
            .type('42')
            .type('{moveToEnd}')
            .should('have.value', '42%')
            .should('have.prop', 'selectionStart', '42%'.length)
            .should('have.prop', 'selectionEnd', '42%'.length)
            .type('{backspace}')
            .should('have.value', '42%')
            .should('have.prop', 'selectionStart', '42'.length)
            .should('have.prop', 'selectionEnd', '42'.length)",cypress,cypress,value_or_attribute_correctness,value_or_attribute_correctness,ast_assertion_semantic_matcher,matcher:havevalue;value_attribute_current_matcher,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
