sample_origin,repo,test_id,framework,file_path,line,feature_type,category,name,raw_code,ui_action_category,terminal_action_ast,locator_strategy_ast,input_channel_ast,control_flow_enclosure,control_flow_loop_depth,control_flow_branch_depth,control_flow_branch_kind,control_flow_branch_arm,control_flow_source,control_flow_parent_kind,control_flow_parent_line,action_snippet,enclosing_control_flow_snippet,enclosing_function_or_callback_snippet,test_body_or_helper_context_snippet,snippet_truncated,manual_enclosure_ok,manual_notes
control_flow_stratified,springload/react-accessible-accordion,b7211705ee9559295f361291c5c26724,Puppeteer,integration/wai-aria.spec.js,328,ui_action,click,handle.click,handle.click(),click,click,,,loop,1,0,,,test_body,ForOfStatement,318,handle.click(),"for (const handle of buttonsHandles) {
                // Before expanding
                expect(
                    await page.evaluate(
                        (button) => button.getAttribute('aria-expanded'),
                        handle,
                    ),
                ).toEqual('false');

                // Click to expand
                await handle.click();

                // After expanding
                expect(
                    await page.evaluate(
                        (button) => button.getAttribute('aria-expanded'),
                        handle,
                    ),
                ).toEqual('true');
            }","it(`If the accordion panel associated with an accordion header is
            visible, the header button element has aria-expanded set to true.
            If the panel is not visible, aria-expanded is set to false.`, async () => {
            const { browser, page, buttonsHandles } = await setup();
            expect(buttonsHandles.length).toEqual(3);

            for (const handle of buttonsHandles) {
                // Before expanding
                expect(
                    await page.evaluate(
                        (button) => button.getAttribute('aria-expanded'),
                        handle,
                    ),
                ).toEqual('false');

                // Click to expand
                await handle.click();

                // After expanding
                expect(
                    await page.evaluate(
                        (button) => button.getAttribute('aria-expanded'),
                        handle,
                    ),
                ).toEqual('true');
            }
        })","async () => {
            const { browser, page, buttonsHandles } = await setup();
            expect(buttonsHandles.length).toEqual(3);

            for (const handle of buttonsHandles) {
                // Before expanding
                expect(
                    await page.evaluate(
                        (button) => button.getAttribute('aria-expanded'),
                        handle,
                    ),
                ).toEqual('false');

                // Click to expand
                await handle.click();

                // After expanding
                expect(
                    await page.evaluate(
                        (button) => button.getAttribute('aria-expanded'),
                        handle,
                    ),
                ).toEqual('true');
            }
        }",false,correct,Control-flow enclosure matches loop/branch/context snippet.
control_flow_stratified,deltachat/deltachat-desktop,a921d3e1bee49b1797ba770333b91f18,Playwright,packages/e2e-tests/playwright-helper.ts,238,ui_action,click,page.getByTestId(`account-item-${accountId}`).click,page.getByTestId(`account-item-${accountId}`).click({ button: 'right' }),click,click,test_id_or_data_contract,,loop_and_branch,1,2,if,,caller_context,if,350,page.getByTestId(`account-item-${accountId}`).click({ button: 'right' }),"
  const accountList = page.locator('.styles_module_account')
  await expect(accountList.last()).t","{
  await page.getByTestId(`account-item-${accountId}`).click({ button: 'right' })
  await page.getByTestId('open-settings-menu-item').click()
  const nameLocator = page.getByTestId('profile-display-name')
  await expect(nameLocator).not.toBeEmpty()
  const name = await nameLocator.textContent()

  await page.getByTestId('open-advanced-settings').click()
  await page.getByTestId('open-transport-settings').click()
  await page.getByLabel('Edit Relay').first().click()
  const addressLocator = page.locator('#addr')
  await expect(addressLocator).toHaveValue(/.+@.+/)
  const address = await addressLocator.inputValue()
  let password = ''
  if (includePasswd) {
    const passwdLocator = page.locator('#password')
    password = await passwdLocator.inputValue()
  }
  await page.getByTestId('cancel').click()
  await page.getByTestId('transports-settings-close').click()
  await page.getByTestId('settings-advanced-close').click()

  return {
    id: accountId,
    name: name ?? '',
    address: address ?? '',
    password: password,
  }
}","export async function getProfile(
  page: Page,
  accountId: string,
  includePasswd = false
): Promise<User> {
  await page.getByTestId(`account-item-${accountId}`).click({ button: 'right' })
  await page.getByTestId('open-settings-menu-item').click()
  const nameLocator = page.getByTestId('profile-display-name')
  await expect(nameLocator).not.toBeEmpty()
  const name = await nameLocator.textContent()

  await page.getByTestId('open-advanced-settings').click()
  await page.getByTestId('open-transport-settings').click()
  await page.getByLabel('Edit Relay').first().click()
  const addressLocator = page.locator('#addr')
  await expect(addressLocator).toHaveValue(/.+@.+/)
  const address = await addressLocator.inputValue()
  let password = ''
  if (includePasswd) {
    const passwdLocator = page.locator('#password')
    password = await passwdLocator.inputValue()
  }
  await page.getByTestId('cancel').click()
  await page.getByTestId('transports-settings-close').click()
  await page.getByTestId('settings-advanced-close').click()

  return {
    id: accountId,
    name: name ?? '',
    address: address ?? '',
    password: password,
  }
}",false,correct,Control-flow enclosure matches loop/branch/context snippet.
control_flow_stratified,documenso/documenso,bcad24f1b6a5e74937cba68ed343f72c,Playwright,packages/app-tests/e2e/fixtures/authentication.ts,33,ui_action,navigation,page.goto,page.goto(`${NEXT_PUBLIC_WEBAPP_URL()}${redirectPath}`),navigation,goto,,,loop_and_branch,1,1,if,,caller_context,if,310,page.goto(`${NEXT_PUBLIC_WEBAPP_URL()}${redirectPath}`),page.goto(`${NEXT_PUBLIC_WEBAPP_URL()}${redirectPath}`),"{
  const { request } = page.context();

  const csrfToken = await getCsrfToken(page);

  await request.post(`${NEXT_PUBLIC_WEBAPP_URL()}/api/auth/email-password/authorize`, {
    data: {
      email,
      password,
      csrfToken,
    },
  });

  await page.goto(`${NEXT_PUBLIC_WEBAPP_URL()}${redirectPath}`);
  await page.waitForTimeout(500);
}","async ({
  page,
  email = 'example@documenso.com',
  password = 'password',
  redirectPath = '/',
}: LoginOptions) => {
  const { request } = page.context();

  const csrfToken = await getCsrfToken(page);

  await request.post(`${NEXT_PUBLIC_WEBAPP_URL()}/api/auth/email-password/authorize`, {
    data: {
      email,
      password,
      csrfToken,
    },
  });

  await page.goto(`${NEXT_PUBLIC_WEBAPP_URL()}${redirectPath}`);
  await page.waitForTimeout(500);
}",false,correct,Control-flow enclosure matches loop/branch/context snippet.
control_flow_stratified,appsmithorg/appsmith,86671727e238b8a97dbc98e7cebd95f4,Cypress,app/client/cypress/support/e2e.js,78,ui_action,navigation,cy.visit,cy.visit(RapidMode.url()),navigation,visit,,,branch,0,2,if,then,hook_or_fixture,if,77,cy.visit(RapidMode.url()),"if (!RapidMode.config.usesDSL) {
      cy.visit(RapidMode.url());
      cy.wait(""@getWorkspace"");
    }","before(function () {
  if (RapidMode.config.enabled) {
    cy.startServerAndRoutes();
    cy.getCookie(""SESSION"").then((cookie) => {
      if (!cookie) {
        cy.LoginFromAPI(Cypress.env(""USERNAME""), Cypress.env(""PASSWORD""));
      }
    });

    if (!RapidMode.config.usesDSL) {
      cy.visit(RapidMode.url());
      cy.wait(""@getWorkspace"");
    }
  }
})","function () {
  if (RapidMode.config.enabled) {
    cy.startServerAndRoutes();
    cy.getCookie(""SESSION"").then((cookie) => {
      if (!cookie) {
        cy.LoginFromAPI(Cypress.env(""USERNAME""), Cypress.env(""PASSWORD""));
      }
    });

    if (!RapidMode.config.usesDSL) {
      cy.visit(RapidMode.url());
      cy.wait(""@getWorkspace"");
    }
  }
}",false,correct,Control-flow enclosure matches loop/branch/context snippet.
control_flow_stratified,tldraw/tldraw,a08bf34411a92f7d89a4fbf0ad3075bc,Playwright,apps/examples/e2e/tests/test-shapes.spec.ts,100,ui_action,locator_query,page.getByTestId(`tools.${tool}`).isVisible,page.getByTestId(`tools.${tool}`).isVisible(),locator_query,isVisible,,,loop_and_branch,1,1,if,,test_body,if,100,page.getByTestId(`tools.${tool}`).isVisible(),"if (!(await page.getByTestId(`tools.${tool}`).isVisible())) {
				await toolbar.moreToolsButton.click()
				await page.getByTestId(`tools.more.${tool}`).click()
				await toolbar.moreToolsButton.click()
			}","test('creates shapes clickable tools', async ({ page, toolbar }) => {
		expect(await getAllShapeTypes(page)).toEqual([])

		for (const { tool, shape } of clickableShapeCreators) {
			// Find and click the button
			if (!(await page.getByTestId(`tools.${tool}`).isVisible())) {
				await toolbar.moreToolsButton.click()
				await page.getByTestId(`tools.more.${tool}`).click()
				await toolbar.moreToolsButton.click()
			}
			await page.getByTestId(`tools.${tool}`).click()

			// Button should be selected
			await expect(page.getByTestId(`tools.${tool}`)).toHaveAttribute('aria-pressed', 'true')

			// Click on the page
			await page.mouse.click(200, 200)

			// We should have a corresponding shape in the page
			expect(await getAllShapeTypes(page)).toEqual([shape])

			// Reset for next time using API (faster than keyboard)
			await page.evaluate(() => {
				editor.selectAll().deleteShapes(editor.getSelectedShapeIds())
				editor.setCurrentTool('select')
			})
		}

		expect(await getAllShapeTypes(page)).toEqual([])
	})","async ({ page, toolbar }) => {
		expect(await getAllShapeTypes(page)).toEqual([])

		for (const { tool, shape } of clickableShapeCreators) {
			// Find and click the button
			if (!(await page.getByTestId(`tools.${tool}`).isVisible())) {
				await toolbar.moreToolsButton.click()
				await page.getByTestId(`tools.more.${tool}`).click()
				await toolbar.moreToolsButton.click()
			}
			await page.getByTestId(`tools.${tool}`).click()

			// Button should be selected
			await expect(page.getByTestId(`tools.${tool}`)).toHaveAttribute('aria-pressed', 'true')

			// Click on the page
			await page.mouse.click(200, 200)

			// We should have a corresponding shape in the page
			expect(await getAllShapeTypes(page)).toEqual([shape])

			// Reset for next time using API (faster than keyboard)
			await page.evaluate(() => {
				editor.selectAll().deleteShapes(editor.getSelectedShapeIds())
				editor.setCurrentTool('select')
			})
		}

		expect(await getAllShapeTypes(page)).toEqual([])
	}",false,correct,Control-flow enclosure matches loop/branch/context snippet.
control_flow_stratified,BuilderIO/builder,04132a8af487af6f3c716136236c2307,Playwright,packages/sdks-tests/src/e2e-tests/large-reactive-state.spec.ts,59,ui_action,locator_query,page.getByText,page.getByText('Increment Number'),locator_query,click,text_content,,loop,1,0,,,test_body,ForStatement,58,page.getByText('Increment Number'),"for (let i = 0; i < 10; i++) {
      await page.getByText('Increment Number').click();
    }","test('performance check for large state updates', async ({ page, sdk, packageName }) => {
    test.fail(excludeTestFor({ rsc: true }, sdk));
    test.skip(packageName === 'gen1-remix', 'hydration mismatch');
    test.skip(excludeSdksWithoutCachedProcessedBlock(sdk), 'Not implemented');

    await page.goto('/large-reactive-state');

    const startTime = Date.now();

    // Perform multiple state updates
    for (let i = 0; i < 10; i++) {
      await page.getByText('Increment Number').click();
    }

    const endTime = Date.now();
    const duration = endTime - startTime;

    const logMsg = `Large state updates duration: ${duration}ms`;
    console.log(logMsg);
    test.info().annotations.push({
      type: 'performance',
      description: logMsg,
    });
    // Assuming a threshold of 1000ms for 10 updates
    expect(duration).toBeLessThan(10000);

    // Verify final state
    await expect(page.getByText('10', { exact: true })).toBeVisible();
  })","async ({ page, sdk, packageName }) => {
    test.fail(excludeTestFor({ rsc: true }, sdk));
    test.skip(packageName === 'gen1-remix', 'hydration mismatch');
    test.skip(excludeSdksWithoutCachedProcessedBlock(sdk), 'Not implemented');

    await page.goto('/large-reactive-state');

    const startTime = Date.now();

    // Perform multiple state updates
    for (let i = 0; i < 10; i++) {
      await page.getByText('Increment Number').click();
    }

    const endTime = Date.now();
    const duration = endTime - startTime;

    const logMsg = `Large state updates duration: ${duration}ms`;
    console.log(logMsg);
    test.info().annotations.push({
      type: 'performance',
      description: logMsg,
    });
    // Assuming a threshold of 1000ms for 10 updates
    expect(duration).toBeLessThan(10000);

    // Verify final state
    await expect(page.getByText('10', { exact: true })).toBeVisible();
  }",false,correct,Control-flow enclosure matches loop/branch/context snippet.
control_flow_stratified,appsmithorg/appsmith,8f4682293815e69979a8aca41149f048,Cypress,app/client/cypress/support/e2e.js,78,ui_action,navigation,cy.visit,cy.visit(RapidMode.url()),navigation,visit,,,branch,0,2,if,then,hook_or_fixture,if,77,cy.visit(RapidMode.url()),"if (!RapidMode.config.usesDSL) {
      cy.visit(RapidMode.url());
      cy.wait(""@getWorkspace"");
    }","before(function () {
  if (RapidMode.config.enabled) {
    cy.startServerAndRoutes();
    cy.getCookie(""SESSION"").then((cookie) => {
      if (!cookie) {
        cy.LoginFromAPI(Cypress.env(""USERNAME""), Cypress.env(""PASSWORD""));
      }
    });

    if (!RapidMode.config.usesDSL) {
      cy.visit(RapidMode.url());
      cy.wait(""@getWorkspace"");
    }
  }
})","function () {
  if (RapidMode.config.enabled) {
    cy.startServerAndRoutes();
    cy.getCookie(""SESSION"").then((cookie) => {
      if (!cookie) {
        cy.LoginFromAPI(Cypress.env(""USERNAME""), Cypress.env(""PASSWORD""));
      }
    });

    if (!RapidMode.config.usesDSL) {
      cy.visit(RapidMode.url());
      cy.wait(""@getWorkspace"");
    }
  }
}",false,correct,Control-flow enclosure matches loop/branch/context snippet.
control_flow_stratified,linode/manager,533e505419df1558506600dc84122eb6,Cypress,packages/manager/cypress/e2e/core/notificationsAndEvents/events-menu.spec.ts,54,ui_action,locator_query,cy.get,"cy.get(`[data-qa-event=""${event.id}""]`)",locator_query,get,,,loop,1,0,,,test_body,callback_iteration,53,"cy.get(`[data-qa-event=""${event.id}""]`)","mockEvents.forEach((event) => {
          cy.get(`[data-qa-event=""${event.id}""]`)
            .as('qaEventId')
            .scrollIntoView();
          cy.get('@qaEventId').should('be.visible');
        })","mockEvents.forEach((event) => {
          cy.get(`[data-qa-event=""${event.id}""]`)
            .as('qaEventId')
            .scrollIntoView();
          cy.get('@qaEventId').should('be.visible');
        })","() => {
    const mockEvents = buildArray(randomNumber(1, 20), (index) => {
      return eventFactory.build({
        action: 'linode_delete',
        // The response from the API will be ordered by created date, descending.
        created: DateTime.local().minus({ minutes: index }).toISO(),
        duration: null,
        entity: {
          id: 1000 + index,
          label: `my-linode-${index}`,
          type: 'linode',
          url: `/v4/linode/instances/${1000 + index}`,
        },
        percent_complete: null,
        rate: null,
        seen: false,
        status: 'scheduled',
        username: randomLabel(),
      });
    });

    mockGetEvents(mockEvents).as('getEvents');
    cy.visitWithLogin('/');
    cy.wait('@getEvents');

    ui.appBar.find().within(() => {
      cy.findByLabelText('Notifications')
        .should('be.visible')
        .should('be.enabled')
        .click();
    });

    cy.get('[data-qa-notification-menu]')
      .should('be.visible')
      .within(() => {
        // Confirm that all mocked events are shown in the notification menu.
        mockEvents.forEach((event) => {
          cy.get(`[data-qa-event=""${event.id}""]`)
            .as('qaEventId')
            .scrollIntoView();
          cy.get('@qaEventId').should('be.visible');
        });
      });
  }",false,correct,Control-flow enclosure matches loop/branch/context snippet.
control_flow_stratified,payloadcms/payload,71ec0dcd5b4c86eda9293cb20f29cff0,Playwright,test/__helpers/e2e/helpers.ts,228,ui_action,locator_query,page.locator,page.locator('.form-submit .popup__trigger-wrap > .popup-button'),locator_query,locator,,,branch,0,1,if,then,helper_body,if,226,page.locator('.form-submit .popup__trigger-wrap > .popup-button'),"if (selector === '#publish-locale') {
    // open dropdown
    const chevronButton = page.locator('.form-submit .popup__trigger-wrap > .popup-button')
    await chevronButton.click()
  }","{
  await wait(500) // TODO: Fix this
  if (selector === '#publish-locale') {
    // open dropdown
    const chevronButton = page.locator('.form-submit .popup__trigger-wrap > .popup-button')
    await chevronButton.click()
  }
  await page.click(selector, { delay: 100 })

  if (expectation === 'success') {
    await expect(page.locator('.payload-toast-container')).toContainText('successfully')
    await expect.poll(() => page.url(), { timeout: POLL_TOPASS_TIMEOUT }).not.toContain('/create')
  } else {
    await expect(page.locator('.payload-toast-container .toast-error')).toBeVisible()
  }

  // Close all toasts to prevent them from interfering with subsequent tests. E.g. the following could happen
  // 1. saveDocAndAssert
  // 2. some operation
  // 3. second saveDocAndAssert
  // 4. the first toast is still visible => the second saveDocAndAssert will pass even though the save is not finished yet (or even not successful!)
  if (!options?.disableDismissAllToasts) {
    await closeAllToasts(page)
  }
}","export async function saveDocAndAssert(
  page: Page,
  selector:
    | '#action-publish'
    | '#action-save'
    | '#action-save-draft'
    | '#publish-locale'
    | string = '#action-save',
  expectation: 'error' | 'success' = 'success',
  options?: {
    /**
     * If true, the all toasts will not be dismissed after the save operation.
     */
    disableDismissAllToasts?: boolean
  },
): Promise<void> {
  await wait(500) // TODO: Fix this
  if (selector === '#publish-locale') {
    // open dropdown
    const chevronButton = page.locator('.form-submit .popup__trigger-wrap > .popup-button')
    await chevronButton.click()
  }
  await page.click(selector, { delay: 100 })

  if (expectation === 'success') {
    await expect(page.locator('.payload-toast-container')).toContainText('successfully')
    await expect.poll(() => page.url(), { timeout: POLL_TOPASS_TIMEOUT }).not.toContain('/create')
  } else {
    await expect(page.locator('.payload-toast-container .toast-error')).toBeVisible()
  }

  // Close all toasts to prevent them from interfering with subsequent tests. E.g. the following could happen
  // 1. saveDocAndAssert
  // 2. some operation
  // 3. second saveDocAndAssert
  // 4. the first toast is still visible => the second saveDocAndAssert will pass even though the save is not finished yet (or even not successful!)
  if (!options?.disableDismissAllToasts) {
    await closeAllToasts(page)
  }
}",false,correct,Control-flow enclosure matches loop/branch/context snippet.
control_flow_stratified,documenso/documenso,e76f567e7753b5cd0a53163f61ba9c66,Playwright,packages/app-tests/e2e/document-auth/next-recipient-dictation.spec.ts,141,ui_action,click,"page.getByRole('button', { name: 'Save' }).click","page.getByRole('button', { name: 'Save' }).click()",click,click,role_or_accessibility,,loop_and_branch,1,1,if,then,test_body,if,139,"page.getByRole('button', { name: 'Save' }).click()","if (field.type === FieldType.TEXT) {
      await page.locator('#custom-text').fill('TEXT');
      await page.getByRole('button', { name: 'Save' }).click();
    }","test('[NEXT_RECIPIENT_DICTATION]: should not show dictation UI when disabled', async ({ page }) => {
  const { user, team } = await seedUser();
  const { user: firstSigner } = await seedUser();
  const { user: secondSigner } = await seedUser();

  const { recipients, document } = await seedPendingDocumentWithFullFields({
    owner: user,
    teamId: team.id,
    recipients: [firstSigner, secondSigner],
    recipientsCreateOptions: [{ signingOrder: 1 }, { signingOrder: 2 }],
    updateDocumentOptions: {
      documentMeta: {
        upsert: {
          create: {
            allowDictateNextSigner: false,
            signingOrder: DocumentSigningOrder.SEQUENTIAL,
          },
          update: {
            allowDictateNextSigner: false,
            signingOrder: DocumentSigningOrder.SEQUENTIAL,
          },
        },
      },
    },
  });

  const firstRecipient = recipients[0];
  const { token, fields } = firstRecipient;

  const signUrl = `/sign/${token}`;

  await page.goto(signUrl);
  await expect(page.getByRole('heading', { name: 'Sign Document' })).toBeVisible();

  await signSignaturePad(page);

  // Fill in all fields
  for (const field of fields) {
    await page.locator(`#field-${field.id}`).getByRole('button').click();

    if (field.type === FieldType.TEXT) {
      await page.locator('#custom-text').fill('TEXT');
      await page.getByRole('button', { name: 'Save' }).click();
    }

    await expect(page.locator(`#field","async ({ page }) => {
  const { user, team } = await seedUser();
  const { user: firstSigner } = await seedUser();
  const { user: secondSigner } = await seedUser();

  const { recipients, document } = await seedPendingDocumentWithFullFields({
    owner: user,
    teamId: team.id,
    recipients: [firstSigner, secondSigner],
    recipientsCreateOptions: [{ signingOrder: 1 }, { signingOrder: 2 }],
    updateDocumentOptions: {
      documentMeta: {
        upsert: {
          create: {
            allowDictateNextSigner: false,
            signingOrder: DocumentSigningOrder.SEQUENTIAL,
          },
          update: {
            allowDictateNextSigner: false,
            signingOrder: DocumentSigningOrder.SEQUENTIAL,
          },
        },
      },
    },
  });

  const firstRecipient = recipients[0];
  const { token, fields } = firstRecipient;

  const signUrl = `/sign/${token}`;

  await page.goto(signUrl);
  await expect(page.getByRole('heading', { name: 'Sign Document' })).toBeVisible();

  await signSignaturePad(page);

  // Fill in all fields
  for (const field of fields) {
    await page.locator(`#field-${field.id}`).getByRole('button').click();

    if (field.type === FieldType.TEXT) {
      await page.locator('#custom-text').fill('TEXT');
      await page.getByRole('button', { name: 'Save' }).click();
    }

    await expect(page.locator(`#field-${field.id}`)).toHaveAttribute('data-inserted', 'true');
  }

  // Complete",true,correct,Control-flow enclosure matches loop/branch/context snippet.
control_flow_stratified,cloudtogo/pageplug,cb4116cd020061bcf731faab831813b5,Cypress,app/client/cypress/support/commands.js,944,ui_action,locator_query,cy.get,cy.get(welcomePage.submitButton),locator_query,click,css_selector,,branch,0,1,if,,caller_context,if,100,cy.get(welcomePage.submitButton),""");
        // Closing the database connection
        db.close();
      };

      // Handling add error
      addRequest.onerror = (event) => {
        console.log(""Error adding key:"", event.target.error);
        // Closing the database connection
        db.close();
      };
    };

    // Handling database opening error
    request.onerror = (event) => {
      console.log(""Error opening database:"", event.target.error);
    };
  });
};

// Cypress.Commands.add(""goToEditFromPublish"", () => {
//   cy.url().then((url) => {
//     const urlObject = new URL(url);
//     if (!urlObject.pathname.includes(""edit"")) {
//       urlObject.pathname = urlObject.pathname + ""/edit"";
//       cy.visit(urlObject.toString());
//     }
//   });
// });

Cypress.Commands.add(""stubPostHeaderReq"", () => {
  cy.intercept(""POST"", ""/api/v1/users/in","Cypress.Commands.add(""createSuperUser"", () => {
  cy.wait(1000);
  cy.get(welcomePage.firstName).should(""be.visible"");
  cy.get(welcomePage.lastName).should(""be.visible"");
  cy.get(welcomePage.email).should(""be.visible"");
  cy.get(welcomePage.password).should(""be.visible"");
  cy.get(welcomePage.verifyPassword).should(""be.visible"");
  cy.get(welcomePage.continueButton).should(""be.disabled"");

  cy.get(welcomePage.firstName).type(Cypress.env(""USERNAME""));
  cy.get(welcomePage.continueButton).should(""be.disabled"");
  cy.get(welcomePage.email).type(Cypress.env(""USERNAME""));
  cy.get(welcomePage.continueButton).should(""be.disabled"");
  cy.get(welcomePage.password).type(Cypress.env(""PASSWORD""));
  cy.get(welcomePage.continueButton).should(""be.disabled"");
  cy.get(welcomePage.verifyPassword).type(Cypress.env(""PASSWORD""));
  cy.get(welcomePage.continueButton).should(""not.be.disabled"");
  cy.get(welcomePage.continueButton).click();

  cy.get(welcomePage.proficiencyGroupButton).eq(0).click();
  cy.get(welcomePage.submitButton).should(""be.disabled"");
  cy.get(welcomePage.useCaseGroupButton).eq(0).click();
  cy.get(welcomePage.submitButton).should(""not.be.disabled"");

  cy.get(welcomePage.submitButton).click();
  //in case of airgapped both anonymous data and newsletter are disabled
  if (Cypress.env(""AIRGAPPED"")) {
    cy.wait(""@createSuperUser"").then((interception) => {
      expect(interception.request.body).to.not.contain(
        ""allowCollectingAnonymou","() => {
  cy.wait(1000);
  cy.get(welcomePage.firstName).should(""be.visible"");
  cy.get(welcomePage.lastName).should(""be.visible"");
  cy.get(welcomePage.email).should(""be.visible"");
  cy.get(welcomePage.password).should(""be.visible"");
  cy.get(welcomePage.verifyPassword).should(""be.visible"");
  cy.get(welcomePage.continueButton).should(""be.disabled"");

  cy.get(welcomePage.firstName).type(Cypress.env(""USERNAME""));
  cy.get(welcomePage.continueButton).should(""be.disabled"");
  cy.get(welcomePage.email).type(Cypress.env(""USERNAME""));
  cy.get(welcomePage.continueButton).should(""be.disabled"");
  cy.get(welcomePage.password).type(Cypress.env(""PASSWORD""));
  cy.get(welcomePage.continueButton).should(""be.disabled"");
  cy.get(welcomePage.verifyPassword).type(Cypress.env(""PASSWORD""));
  cy.get(welcomePage.continueButton).should(""not.be.disabled"");
  cy.get(welcomePage.continueButton).click();

  cy.get(welcomePage.proficiencyGroupButton).eq(0).click();
  cy.get(welcomePage.submitButton).should(""be.disabled"");
  cy.get(welcomePage.useCaseGroupButton).eq(0).click();
  cy.get(welcomePage.submitButton).should(""not.be.disabled"");

  cy.get(welcomePage.submitButton).click();
  //in case of airgapped both anonymous data and newsletter are disabled
  if (Cypress.env(""AIRGAPPED"")) {
    cy.wait(""@createSuperUser"").then((interception) => {
      expect(interception.request.body).to.not.contain(
        ""allowCollectingAnonymousData=true"",
      );
      expect(int",true,correct,Control-flow enclosure matches loop/branch/context snippet.
control_flow_stratified,deltachat/deltachat-desktop,2b895b242344d2044611a1d69f7e4d31,Playwright,packages/e2e-tests/playwright-helper.ts,245,ui_action,click,page.getByTestId('open-transport-settings').click,page.getByTestId('open-transport-settings').click(),click,click,test_id_or_data_contract,,loop_and_branch,1,2,if,,caller_context,if,350,page.getByTestId('open-transport-settings').click(),"
  const accountList = page.locator('.styles_module_account')
  await expect(accountList.last()).t","{
  await page.getByTestId(`account-item-${accountId}`).click({ button: 'right' })
  await page.getByTestId('open-settings-menu-item').click()
  const nameLocator = page.getByTestId('profile-display-name')
  await expect(nameLocator).not.toBeEmpty()
  const name = await nameLocator.textContent()

  await page.getByTestId('open-advanced-settings').click()
  await page.getByTestId('open-transport-settings').click()
  await page.getByLabel('Edit Relay').first().click()
  const addressLocator = page.locator('#addr')
  await expect(addressLocator).toHaveValue(/.+@.+/)
  const address = await addressLocator.inputValue()
  let password = ''
  if (includePasswd) {
    const passwdLocator = page.locator('#password')
    password = await passwdLocator.inputValue()
  }
  await page.getByTestId('cancel').click()
  await page.getByTestId('transports-settings-close').click()
  await page.getByTestId('settings-advanced-close').click()

  return {
    id: accountId,
    name: name ?? '',
    address: address ?? '',
    password: password,
  }
}","export async function getProfile(
  page: Page,
  accountId: string,
  includePasswd = false
): Promise<User> {
  await page.getByTestId(`account-item-${accountId}`).click({ button: 'right' })
  await page.getByTestId('open-settings-menu-item').click()
  const nameLocator = page.getByTestId('profile-display-name')
  await expect(nameLocator).not.toBeEmpty()
  const name = await nameLocator.textContent()

  await page.getByTestId('open-advanced-settings').click()
  await page.getByTestId('open-transport-settings').click()
  await page.getByLabel('Edit Relay').first().click()
  const addressLocator = page.locator('#addr')
  await expect(addressLocator).toHaveValue(/.+@.+/)
  const address = await addressLocator.inputValue()
  let password = ''
  if (includePasswd) {
    const passwdLocator = page.locator('#password')
    password = await passwdLocator.inputValue()
  }
  await page.getByTestId('cancel').click()
  await page.getByTestId('transports-settings-close').click()
  await page.getByTestId('settings-advanced-close').click()

  return {
    id: accountId,
    name: name ?? '',
    address: address ?? '',
    password: password,
  }
}",false,correct,Control-flow enclosure matches loop/branch/context snippet.
